,dsc,prec,rec,th_jacc
0,0.8454111899499825,0.9994499449944995,0.7325136061277968,0.7322184162804756
1,0.08642936076826098,0.05711552703036287,0.17755963420093368,0.0
2,0.25923992040755844,0.14892340618717168,1.0,0.0
3,0.14790710419949304,0.09283625730994152,0.36359043448972717,0.0
4,0.9746818837727929,0.9807609807609807,0.9686776832567388,0.9506141248720573
5,0.8816015252621544,0.9846678023850085,0.7980669658267173,0.7882713944766451
6,0.9705358478252002,0.975589754804144,0.9655340331132994,0.9427582745595267
7,0.9597048094259717,0.9902223760491478,0.9310120403514481,0.9225312374042725
8,0.979908612890634,0.9840208443819318,0.9758306084650036,0.9606086525908252
9,0.9722364011629198,0.9686891915796922,0.9758096850358623,0.9459727920535521
10,0.9599070688826417,0.9251205525412546,0.9974118946898436,0.922905098346766
11,0.9874049917830732,0.997238070539419,0.9777639340927583,0.9751233057348261
12,0.981810865790866,0.9735193285258305,0.9902448556268695,0.9642716002400433
13,0.9786376874815566,0.982963478440166,0.9743498032803638,0.9581689822375198
0,0.9414092747139293,0.9009716199154636,0.9856473696853231,0.8893042912873862
1,0.9579239853130892,0.9957705797400453,0.922848948374761,0.919245786115608
2,0.941495859915841,0.901364522417154,0.9853672396647251,0.8894588355988715
3,0.9601201689259902,0.9508596512620412,0.9695628388123539,0.9232991546093916
4,0.9356496207487155,0.8922852559428321,0.9834442408461118,0.879080459770115
5,0.857704024370691,0.7683303411131059,0.9706069128186519,0.7508597094532949
6,0.9609193613240463,0.9395322883376452,0.9833028058718909,0.9247784296592185
7,0.9646417734844263,0.9943065767973857,0.936695769295524,0.9316985645933015
8,0.97576448896042,0.9765427079097989,0.9749875093679741,0.9526759016293403
9,0.9744928971836376,0.9878588707836962,0.9614837849844513,0.9502546540217773
10,0.9858181586924724,0.9860271823251278,0.9856092236610644,0.9720329417666486
11,0.9766731277869549,0.9687825576329299,0.9846932881512572,0.9544097338857164
12,0.8758433666051328,0.7887860642351661,0.984501533319867,0.7791115050935143
13,0.9656786923623595,0.9379187137114784,0.9951320380821091,0.9336351143804058
0,0.9590706539937666,0.9677201372284021,0.950574419198366,0.9213599920815599
1,0.970304088980785,0.994955402836672,0.9468447784039519,0.9423210081706135
2,0.8896533948922533,0.8147410767430882,0.9797364004343962,0.8012393524686124
3,0.980846188424388,0.9776626669289445,0.9840505103836678,0.9624123241103317
4,0.9627285662709453,0.9822326226382389,0.9439840073299738,0.9281356209819418
5,0.9195165094339622,0.9370587351659907,0.9026190131674142,0.8510231923601637
6,0.9548246483059243,0.990952087188978,0.9212387688778436,0.9135545023696683
7,0.9699398525811854,0.967636752310211,0.9722539423599782,0.9416341900147461
8,0.9781836857736195,0.9900705159112826,0.9665788970447625,0.957298951048951
9,0.9799546317300125,0.9883644920904694,0.9716866806213507,0.9606971044749024
10,0.9083661392953527,0.8409278445035299,0.987563930013459,0.8321161261056929
11,0.9285145204880259,0.8902952322463714,0.9701624092059088,0.8665675254049483
12,0.9442009222611352,0.9711517424597593,0.9187055571160356,0.8942998172372606
13,0.9390640671249296,0.9929899893944489,0.8906935195712198,0.8851279686419183
0,0.9746206466275986,0.9564000524773691,0.9935489732872979,0.9504976313616411
1,0.9233485901565237,0.8860961986877067,0.9638707013507933,0.8576114624609652
2,0.7184169642127068,0.560569970225436,1.0,0.0
3,0.9365640249032475,0.92,0.9537354352296094,0.8806962025316456
4,0.9516651689676769,0.9319963731399008,0.9721820407254924,0.9077874175281833
5,0.8337852355860235,0.7171206054472654,0.995784199914462,0.714949991226531
6,0.9106152745483813,0.8911302673609591,0.9309714285714286,0.8358986988466117
7,0.979752801423556,0.9797999230473259,0.9797056843320189,0.9603092297539361
8,0.9562849481364458,0.9604576391498602,0.9521483566520408,0.9162318263294165
9,0.9573014517506405,0.9296813618507203,0.9866129331109876,0.9180999180999181
10,0.9790235872109474,0.9928137308605264,0.9656112844711673,0.958909113812433
11,0.9796560910632114,0.9776671339488567,0.9816531573071883,0.9601234274863518
12,0.9361443340766268,0.9747277178960403,0.9004991940096719,0.879954268292683
13,0.9352777825101793,0.8923021910148885,0.9826024700196886,0.8784242191500256
0,0.9661475718256521,0.9369320589481615,0.9972437294845774,0.9345120691274538
1,0.8100934125925028,0.6808319738988581,0.9999401018268943,0.6808042086374944
2,0.886371209596801,0.8382793213929303,0.9403169740175573,0.7959305804907241
3,0.9084189627880772,0.8339675619758378,0.9974665272274675,0.832204785371069
4,0.6159416190530067,0.4503639973527465,0.9740561817856503,0.0
5,0.9139155871291266,0.967217646083255,0.866181494133373,0.8414774913428241
6,0.9563950341795655,0.9901556816026758,0.9248607040484396,0.9164339625652236
7,0.9779491909113776,0.9923852469477177,0.9639271104499814,0.9568498769483182
8,0.9420180722891566,0.98426435877262,0.9032490974729241,0.890391459074733
9,0.9653204092622509,0.9843771450536778,0.9469875062732772,0.9329655459560737
10,0.9552154504873827,0.9472932928592078,0.9632712306618161,0.9142702683849816
11,0.9716396441192662,0.9870471929571367,0.9567057177828292,0.9448435449333425
12,0.9550507409451828,0.9337285377436817,0.9773695096727095,0.9139685326051622
