,dsc,prec,rec,th_jacc
0,0.9478939862925794,0.901390498261877,0.9994895217677534,0.9009703982506373
1,0.49319105885116254,0.4348874598070739,0.6326871480228897,0.0
2,0.9115175823000271,0.8921487603305784,0.9347664413965141,0.8380113924840715
3,0.6585197712339768,0.700211714890614,0.6489590679683678,0.0
4,0.6140371284911643,0.9320158102766799,0.4630546730409499,0.0
5,0.9644155522022588,0.958252427184466,0.9708583923059072,0.9312955316649459
6,0.891180645260033,0.8214092140921408,0.9745374823699816,0.8037848973044021
7,0.923055897225942,0.8902857142857142,0.9625982701084446,0.8577801674009778
8,0.32588794531508575,0.7309734513274336,0.22425624802923125,0.0
9,0.551010745982992,0.4017989831834181,0.904117891554695,0.0
10,0.9292328293676292,0.8783171521035598,0.9872637164340945,0.8680691693340158
11,0.9800342673790196,0.974442631865144,0.9857647086426875,0.9608589468917044
12,0.7287438761484565,0.8591133004926108,0.6703378285023602,0.4091835061525071
13,0.9053719838331835,0.9983633387888707,0.8283233376672374,0.8271788900750631
14,0.9545070685793515,0.9395166557805356,0.9701353057328841,0.9130207952561828
15,0.9716630600511845,0.9577278731836195,0.9862272797688124,0.9450080744740592
16,0.9338892533893439,0.8972877358490565,0.9736387052431438,0.8760579819943851
17,0.7341028969699689,0.995959595959596,0.5963590781841528,0.1745724907063197
18,0.9372871056129519,0.8879194630872483,0.9925184651699233,0.8819968651034017
19,0.7753316143384266,0.8918781725888325,0.6878794471235877,0.266760224850817
20,0.3542333540999459,0.21617312072892939,0.9925268314097899,0.0
21,0.8009286886717142,0.9998498498498499,0.6726693487830389,0.5712233204717605
22,0.8730723146215494,0.7881679389312977,0.9812450051375727,0.7750190410005523
23,0.9395545978928983,0.9417218543046358,0.9380298109100471,0.8861603841600131
24,0.8759315671948528,0.9888505747126437,0.7903558103554126,0.6522307109091383
25,0.9136749567386808,0.8528,0.9841573768259388,0.8412609218758872
26,0.6487681522732134,0.982777777777778,0.5081260109739012,0.2854296066252588
27,0.9784997471203336,0.9827956989247312,0.9742826321131609,0.9579344936015126
28,0.7297734589514164,0.9902468392534617,0.5801593707908281,0.0
29,0.7384911158381406,0.7193656093489148,0.7651517125348047,0.0
30,0.946690440882778,0.919228020014296,0.9759732283230855,0.8987923921165564
31,0.8536591580785181,0.8008565310492506,0.9403257161288341,0.6295687202449786
32,0.8985012272049945,0.8668608885651856,0.9405454525404744,0.8184546167887092
33,0.9559246548291416,0.9273060476481367,0.9863933991426934,0.9156194322139266
34,0.7170869785780167,0.864476386036961,0.6555085775445698,0.1405909797822706
35,0.10555728173731689,1.0,0.055745387587521254,0.0
36,0.8616762169940257,0.8028776978417266,0.9445088338067222,0.757983625327743
37,0.7348599046442272,0.8482758620689657,0.710376884988942,0.2746816453534993
38,0.9444682638012589,0.9315315315315316,0.958697310744953,0.8949282775483358
39,0.9398770449469473,0.9707878787878788,0.9110096814075013,0.8866221022886733
40,0.2443242319542595,0.975575221238938,0.1396556783877721,0.0
41,0.8923667996270501,0.8630740393626992,0.9300661827785255,0.8074298701792803
42,0.8352804215923328,0.8681576144834932,0.8094066902135941,0.5931593422119473
43,0.6632124273122247,0.9739557739557739,0.54169408991112,0.2994788042859492
44,0.6176868140115637,0.6618569636135507,0.6170288201610101,0.0
45,0.9056967651134485,0.9522388059701491,0.8641961387370479,0.8282761316692842
46,0.6195417118602495,0.4903499469777306,0.8895195059621361,0.0
47,0.9475565786038315,0.9013513513513512,0.9989951837142849,0.9005461636988666
48,0.8649915584054805,0.9205047318611987,0.816371930381894,0.7627859292640125
49,0.9136489544000312,0.8457431457431458,0.9935381603431654,0.8411537752166798
50,0.876531481392996,0.9203463203463202,0.8416619705318016,0.659720041681588
51,0.6335848340706861,0.8551495016611295,0.5552348669105915,0.0
52,0.8738907320248017,0.9785714285714284,0.8010033497767802,0.6768330930006471
53,0.862836870021918,0.9648780487804878,0.7821503102071363,0.7603074032654773
54,0.7480123140542309,0.8707736389684815,0.6939780701419529,0.30259623230567284
55,0.7034874192406109,0.9884848484848485,0.575356622693598,0.30933398208635515
56,0.5334189653172713,0.9877619446772842,0.3672814518636931,0.0
57,0.8263117771130828,0.9824104234527689,0.7138384872743465,0.7049469346158267
58,0.8369102033303502,0.7554140127388536,0.9610758060780465,0.607400168642849
59,0.9339180825693176,0.9798076923076924,0.8930552589720163,0.876481726406617
60,0.7348391757389919,0.9067082683307331,0.6213402949242239,0.0
61,0.8706131675266073,0.8171806167400881,0.9371568710102867,0.7714005250034982
62,0.7633464419247957,0.6679874869655892,0.9075077839582656,0.3943509481299444
63,0.8506630003319021,0.9836520434945631,0.7515946357120268,0.7409067294319888
64,0.9614670288311571,0.941848976711362,0.9819784861780011,0.925803659768156
65,0.8828729480897273,0.8321951219512194,0.942938453583419,0.7905615691428558
66,0.8593387402134975,0.7671206225680934,0.9793959298081031,0.7538499441328722
67,0.6816852572046688,0.8968895800933125,0.5697814710274728,0.14663178548070635
68,0.9040264403043882,0.9237827715355804,0.8895455604078067,0.8260978853925615
69,0.8171249266957302,0.6944350758853288,0.9936645479592355,0.6910560972802273
70,0.9418962023501709,0.9513955071477195,0.932801545978316,0.890380708317972
71,0.7880702302114084,0.9948160535117057,0.6527319484791028,0.39896090117514266
72,0.8742844153692981,0.8879289940828402,0.8724315796947453,0.7791998327530487
73,0.5433314888901153,0.8364077669902912,0.4214970467058664,0.0
74,0.9366563619732681,0.8936096718480139,0.9842082870308989,0.8809961499619648
75,0.9053137083020694,0.941355754072517,0.8732819335205472,0.8273837006789279
76,0.7210337441357094,0.9011494252873563,0.6205923519726072,0.2691582978386662
77,0.8403583462128216,0.9688073394495413,0.7442664091333592,0.6011119605977885
78,0.666183373685264,0.7373333333333333,0.6531428045310265,0.0
79,0.795255651698507,0.7327380952380953,0.8794283010899375,0.5419384616211027
80,0.92364228640608,0.9064113238967527,0.9420758183609819,0.8583453073413476
81,0.7205036717479938,0.8526690391459075,0.6535163533878248,0.2889896246028322
82,0.7815840768288773,0.6438563327032136,0.9981464318813715,0.4054552393325407
83,0.6715340102371623,0.5091060985797828,0.9947167873217915,0.0
84,0.9310674514457664,0.8714480874316941,0.9995325391512218,0.8710896101433369
85,0.9220752580943076,0.8645751633986929,0.9881739946101742,0.8555652256505555
86,0.9433638587395665,0.8974059662775616,0.9944733850338003,0.892857750507783
87,0.45542644803658644,0.3043746149106593,0.9997084548104956,0.0
88,0.9266001878147018,0.8730601569311247,0.987183552031621,0.8632932495486372
89,0.8547880478555312,0.7487550200803212,0.9959270322798826,0.7464956039725358
90,0.7134875017765002,0.8583765112262522,0.6470209815548532,0.3059145314433066
