,dsc,prec,rec,th_jacc
0,0.8545286745102552,0.9867021276595744,0.7568162994759011,0.6233401473422072
1,0.7368062459931692,1.0,0.5910583686210933,0.2898159979555328
2,0.8491734556351883,0.9156817124243835,0.8022384228598977,0.6267700983487755
3,0.8132826565788436,1.0,0.6934866215498738,0.4652553967071305
4,0.7423531543363728,0.9913621262458472,0.6120475970337603,0.3092498774309528
5,0.5267649328873323,0.9942446043165468,0.38402486797154234,0.13043478260869565
6,0.9377579559779126,0.9719764011799409,0.9063113985567266,0.8831105602795681
7,0.7937340781429019,0.9633802816901408,0.6807624313235588,0.5664828079109642
8,0.9067215899954529,0.9391485809682806,0.8777010580310559,0.8308587260928497
9,0.8787757339717233,0.9921875,0.7942807149246311,0.659001952348315
10,0.9375073699169818,0.9878361397336015,0.8923261531015656,0.8826571013132032
11,0.8960507739228045,0.9937313432835821,0.8189930970669715,0.8150099622615642
12,0.9025414067572151,0.9891554702495202,0.8337880662365134,0.8256405731922476
13,0.7476186090600934,0.9995525727069351,0.6012996392305795,0.27451327350112775
14,0.7312228192623955,0.9994350282485875,0.6050681620719194,0.4344896083502608
15,0.7778904123449852,1.0,0.6453165433671226,0.44128544044099216
16,0.8212917608544016,0.9895424836601308,0.7044821903800544,0.5756061115156508
17,0.904017785676152,0.9870631970260222,0.8375148223710627,0.8274940575197535
18,0.6402077725425748,0.9992727272727272,0.48804208946503563,0.15524079320113315
19,0.821497917378694,0.9731707317073169,0.7325781176117651,0.6345054458706745
20,0.7862799872583353,0.9843478260869567,0.6638670402528495,0.30899328859060404
21,0.8659229707598319,0.9905236907730673,0.7720966227486723,0.7656116439880026
22,0.7167576663386539,0.9978494623655914,0.564652773070325,0.13576642335766423
23,0.9240570407051125,0.9929936305732484,0.8656682682491192,0.8603080944632552
24,0.7038482787951296,0.6075238095238096,0.9065716192831269,0.1672859084730403
25,0.9170427975564671,0.9845868152274837,0.858740530556728,0.8471233388929674
26,0.7589333366549049,0.9994666666666667,0.6172428462676682,0.4134928462676683
27,0.5123608049228785,1.0,0.35338104600581915,0.0
28,0.9474765222401965,0.9904416212946158,0.9082353224632607,0.9005182647834747
29,0.7211584668885868,0.9940298507462687,0.5683648455706233,0.13214285714285715
30,0.6795602100473129,1.0,0.5288289089824284,0.13231046931407942
31,0.5193385505060307,1.0,0.36686812969912413,0.0
32,0.8595209724756613,0.9748299319727891,0.7789954033882065,0.5075946107418281
33,0.5899443811683074,0.9012750455373407,0.44419084609716786,0.0
34,0.8433739708847359,0.968421052631579,0.7512318586478799,0.6052822455149085
35,0.6807268630172707,0.9571428571428571,0.5375658349912864,0.13880597014925372
36,0.9376038596766524,0.9162738496071828,0.9603649521415096,0.8827297673043031
37,0.6489170143725065,0.9830917874396136,0.5044991801233643,0.13521594684385382
38,0.6847362046896988,0.9839378238341968,0.5507337826327243,0.16086021505376344
39,0.6140435727957602,0.9850000000000001,0.4537010126843855,0.0
40,0.9402668552309441,0.991687242798354,0.8941540275067219,0.8874089355578272
41,0.7953966278287277,0.9946127946127946,0.6638908866386892,0.4168108237345822
42,0.8194097285020469,0.9887550200803213,0.7018654358100311,0.446075188868383
43,0.8933496816895928,0.8191318327974276,0.9840420814579595,0.8075684932449898
44,0.8739271985181775,0.9217204301075268,0.8423739924825089,0.658338858124629
45,0.8798986374572196,0.9968203497615262,0.7904536119961142,0.7881124876897149
46,0.9301913297973957,0.9606911447084233,0.9031109085067616,0.8699712932787269
47,0.8490508238780217,0.9972704714640199,0.7453987363893532,0.4941140080557774
48,0.908026646030307,0.9784820683903253,0.8483329451378282,0.8319239901872255
49,0.6584680335099812,0.9891008174386922,0.49790897400553524,0.0
50,0.8846431103613664,0.9469653179190752,0.8306585397896915,0.7936404057957704
51,0.6823964810781187,0.9785365853658536,0.5293368593717427,0.0
52,0.895447230234325,0.9937244201909958,0.8166263587748297,0.8120540585916455
53,0.6243938216562748,0.9966666666666667,0.46783936984612867,0.13186813186813187
54,0.922047547150027,0.9195242814667989,0.925672221826885,0.8555835142312826
55,0.6767544795224002,0.9916256157635468,0.5205528662397725,0.13848857644991214
56,0.6835830091935831,0.9886792452830189,0.5279666757167266,0.0
57,0.730327488024588,0.9819951338199513,0.6137553035425212,0.43334983383115755
58,0.849192510048215,0.9523012552301255,0.7787448382438007,0.6283398300308474
59,0.9381296260347959,0.9229453681710215,0.9546016727908848,0.8836020149267189
60,0.9043341144452526,0.9686635944700461,0.8513959883654181,0.827018232315767
61,0.9162463790751039,0.9094111172261969,0.9237301235966132,0.8463627693226836
62,0.16466828664781868,0.9890243902439024,0.0911387596573062,0.0
63,0.8857772196732329,0.8923295960135256,0.886870635107309,0.7973532881610547
64,0.8690643261608338,0.9180722891566264,0.828273623502783,0.7703929438039913
65,0.8101309388912868,0.9781853281853282,0.6948112439183534,0.4347445975998386
66,0.6778421096954306,1.0,0.5163549123157262,0.0
67,0.8945222451422439,0.9993534482758621,0.8108263452718593,0.8103758804081466
68,0.9290341995936711,0.9931952662721895,0.8743416501879789,0.8689881459337292
69,0.8852019428481551,0.9916398713826367,0.8028816526425796,0.7968509567198301
70,0.7149722036206824,1.0,0.5644636804839326,0.1338235294117647
71,0.802498806053911,0.9891891891891893,0.6782720388443628,0.559338234817203
72,0.8744494763566021,1.0,0.7776157318587591,0.7776157318587591
73,0.8534843839951414,0.8190217391304347,0.8925293282097704,0.7454318509700527
74,0.7132773424243022,0.9864457831325302,0.5750869996631367,0.30075814370941345
75,0.8740841542010637,0.9881619937694704,0.7866215249831108,0.7788199541601641
76,0.7941298426995644,0.9981196581196581,0.6685848493447473,0.45343226626698285
77,0.6180760725521737,0.952,0.468241282263057,0.0
78,0.8138892141851054,0.9957142857142858,0.6923439274204887,0.44710100411593834
79,0.9037004037114862,0.9786596119929454,0.8421679110873173,0.8265468215628691
80,0.7914034305540086,0.9780564263322884,0.6685577811469582,0.2909539280541747
81,0.7797481029872111,1.0,0.6410680166960113,0.2815108770609993
82,0.8969920195403212,0.9608282036933409,0.84473575504867,0.8151731333861141
83,0.9130450363826089,0.9947826086956522,0.8443986255193267,0.84078487662445
84,0.8024772056674884,0.9966480446927374,0.6788845368973374,0.5779274059153807
85,0.6927332159560995,0.9988888888888889,0.5642616120712882,0.2904979890789
86,0.8441735924833843,0.7880171184022824,0.9112014174513826,0.7304630862476934
87,0.8606893163773883,0.9512230215827338,0.7907552675016585,0.7581194755075545
88,0.5398816693420109,0.9703703703703704,0.4046231445124988,0.14775725593667546
89,0.971850667206972,0.9925155925155925,0.9520620678551053,0.9452835080385172
90,0.620814762381079,0.4582224587546568,0.9757406209652165,0.0
91,0.6900444622976833,0.6718005540166205,0.7300179166638189,0.13064109035840485
92,0.9318254452735086,0.992619926199262,0.8787747488217656,0.8728297653973826
93,0.9627673541398455,0.9940013633265167,0.9334979328203147,0.9282835671049053
94,0.9466489513424585,0.9933143669985774,0.9044458896711898,0.8988763833193409
95,0.9012888776894361,0.9945525291828794,0.8253691098135049,0.8215182060593671
96,0.7163704243455772,0.9972489683631363,0.5827702893749955,0.31314084612225085
97,0.8230976527098257,0.9921397379912664,0.7080833730349089,0.5902844815839907
98,0.9333659290302959,0.992255489021956,0.881897269937691,0.8756174441953227
99,0.830966365550263,0.714307633294975,0.9937922931261124,0.7109636869675939
100,0.8497090909265739,1.0,0.7400581287174889,0.7400581287174889
101,0.8367012096342205,0.805891472868217,0.8814797344038869,0.6159477343483009
102,0.9525123874385173,0.9657427937915741,0.9402679706709633,0.9094098365920074
103,0.7962265710050523,0.9804100227790432,0.6738991515308286,0.552973566743437
104,0.8733665269359199,0.8140822467402206,0.9442852198806999,0.7767989777582113
105,0.8340777162458783,0.9878275570583263,0.7303041734095335,0.48297248404574294
106,0.6466500006456133,0.9969924812030075,0.48889443487262607,0.0
107,0.8951212356915186,0.9969162995594714,0.8136688588162901,0.8114234316754796
108,0.9060542200985171,0.993103448275862,0.8333476481049532,0.8284685346762022
109,0.8354077030517892,0.9961199294532628,0.7198154206448207,0.7177222439623838
110,0.925233387740332,0.9422157856625633,0.9098518524927751,0.8610592281131637
111,0.718155203163941,1.0,0.5640647536973546,0.0
112,0.8642832536080857,0.9989808917197452,0.7623197809720687,0.7617234142509169
113,0.12920119337946395,1.0,0.07006721709727107,0.0
114,0.944950002745783,0.9906666666666666,0.9041889253034887,0.8962553159970952
115,0.9282896382080098,0.9968652037617556,0.868798131581145,0.8664036641012544
116,0.7295127805088868,1.0,0.584432388094432,0.2723002223002223
117,0.8420014131521967,0.9772006745362564,0.7407331501921304,0.7278718323915326
118,0.8963474931150419,0.9933444259567388,0.8171300960669183,0.8125983081925062
119,0.8992198072190483,0.9362962962962962,0.8668776014077423,0.8175478585864161
120,0.7388786246144603,0.9904494382022472,0.5983442062520343,0.27108037274315666
121,0.5439791590871199,0.9930232558139535,0.379897781184743,0.0
122,0.8243097913627035,0.915978835978836,0.7564659148465368,0.7014206932933532
123,0.8431885479679113,0.906628242074928,0.7923303293568358,0.7296175504170281
124,0.6563812342946607,0.9449131513647643,0.5243626697669608,0.0
125,0.43886740441319877,0.9926174496644296,0.2957102368973533,0.0
126,0.6092627522576053,0.9895652173913042,0.4468133776357546,0.0
127,0.7268205875601518,0.9985018726591761,0.5790115508744238,0.2796510423142277
128,0.769784273529396,1.0,0.6299325136165859,0.41458241523390127
129,0.8229145255241338,0.8234794908062234,0.8254051503465748,0.5749874817025702
130,0.841374728402324,0.8515415939499709,0.8482843862320208,0.6233843433573986
131,0.5875846005097468,0.9959183673469388,0.4346612284068641,0.0
132,0.6552927003557342,1.0,0.4916866235787702,0.0
133,0.9588573055591236,0.9703053703053703,0.9479263760978636,0.9209684067694045
134,0.9350826689559201,0.9855779427359492,0.8896690462145811,0.8781829589392569
135,0.9399951465637126,0.9934911242603551,0.8924560119425973,0.8870683132278779
136,0.9599511813781649,0.9547934918648311,0.9652154687761734,0.9230786302566575
